appid,name,release_date,english,developer,publisher,platforms,required_age,categories,genres,steamspy_tags,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price
384310,Dead In Bermuda,2015-08-27,1,CCCP,Dear Villagers,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats,Adventure;Indie;RPG;Simulation;Strategy,Survival;Simulation;Strategy,36,267,86,174,174,20000-50000,10.99
527550,Platro,2016-10-05,1,Hipix Studio,Dagestan Technology,windows,0,Single-player;Steam Trading Cards,Casual;Indie,Indie;Casual;Platformer,0,28,55,238,252,200000-500000,0.79
998660,Sopwith VR,2018-12-26,1,David Mohr Gould,David Mohr Gould,windows,0,Single-player,Action;Casual;Free to Play;Simulation;Early Access,Early Access;Free to Play;Action,0,94,16,0,0,20000-50000,0.0
20920,The Witcher 2: Assassins of Kings Enhanced Edition,2012-04-16,1,CD PROJEKT RED,CD PROJEKT RED;1C-SoftClub,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards,RPG,RPG;Fantasy;Mature,52,36427,4710,838,320,2000000-5000000,14.99
45450,Fortix 2,2011-05-06,1,Nemesys Games,Nemesys Games,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards,Casual;Indie,Indie;Casual;Puzzle,26,462,45,487,487,100000-200000,1.59
32350,STAR WARS™ Starfighter™,2009-07-08,1,LucasArts,LucasArts;Lucasfilm;Disney Interactive,windows,0,Single-player;Partial Controller Support;Steam Cloud,Action;Simulation,Action;Simulation;Star Wars,0,221,235,6,8,500000-1000000,4.79
366870,Narcosis,2017-03-28,1,"Honor Code, Inc.","Honor Code, Inc.",windows;mac,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;VR Support;Steam Cloud,Adventure;Indie,Adventure;Indie;Horror,10,395,95,0,0,20000-50000,11.39
371690,Pixel Space,2015-07-27,1,a REGULAR GAMER,a REGULAR GAMER,windows,0,Single-player,Action;Casual;Indie;RPG,Indie;Casual;Action,0,41,17,0,0,20000-50000,3.99
46520,Wasteland Angel,2011-09-01,1,Octane Games;Meridian4,Meridian4,windows,0,Single-player;Steam Achievements;Partial Controller Support;Steam Leaderboards,Action;Indie,Action;Indie;Post-apocalyptic,40,167,119,101,101,100000-200000,6.99
485440,Call Of The Mighty Warriors,2019-03-01,1,Jaison Robson Gusava;SC Jogos,SC Jogos,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Indie;Strategy,Strategy;Indie;Tower Defense,25,36,53,499,499,20000-50000,0.79
108210,Memoir '44 Online,2011-10-12,1,Days of Wonder,Days of Wonder;Asmodee Digital,windows,0,Single-player;Multi-player;Steam Achievements,Casual;Simulation;Strategy,Strategy;Board Game;Casual,62,177,119,7,7,200000-500000,0.0
619400,Fluffy Creatures VS The World,2017-04-09,1,Amaterasu Software,Amaterasu Software,windows,0,Single-player;Shared/Split Screen;Steam Achievements;Steam Trading Cards,Action;Adventure;Casual;Indie,Action;Indie;Casual,3,70,134,214,217,100000-200000,0.79
820770,女装妹妹从没少过麻烦,2018-04-25,0,Blue Fiddich制作组,轻文,windows,0,Single-player;Steam Achievements,Casual;Indie;RPG;Simulation,Indie;RPG;Casual,6,401,162,38,71,20000-50000,1.69
234160,Strike Suit Infinity,2013-04-30,1,Born Ready Games Ltd.,Born Ready Games,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie,Action;Mechs;Indie,16,459,82,168,168,100000-200000,4.99
759460,Meow Go,2017-12-14,1,Youxicehuahuisuo,tengenstudio,windows,0,Single-player;Steam Achievements,Sexual Content;Nudity;Action;Casual;Indie,Sexual Content;Nudity;Action,99,119,67,0,0,20000-50000,0.79
573210,Mistwood Heroes,2016-12-30,1,Meepower,Meepower,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action;Adventure;Casual;Indie;RPG,Action;Adventure;Indie,22,20,13,185,185,20000-50000,0.79
1043180,Lovers of Aether,2019-04-01,1,Dan Fornace,Dan Fornace,windows;mac,0,Single-player;Steam Cloud,Casual;Indie;Simulation,Psychological Horror;Dating Sim;Casual,15,651,29,12,12,50000-100000,0.0
435790,10 Second Ninja X,2016-07-19,1,Four Circle Interactive,Curve Digital,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards,Action;Indie,Action;Indie;Platformer,12,135,17,2,2,20000-50000,7.99
379320,Clandestinity of Elsie,2015-07-08,1,Cole Neumann;Albin Bernhardsson,Cole Neumann,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Indie,Indie;Action;RPGMaker,16,74,18,325,325,20000-50000,3.99
342560,Airships: Conquer the Skies,2018-08-16,1,David Stark,David Stark,windows;mac;linux,0,Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Steam Workshop,Action;Indie;Strategy,Strategy;Building;Steampunk,9,2066,111,218,218,50000-100000,11.39
616560,Ultimate Epic Battle Simulator,2017-06-01,1,Brilliant Game Studios,Brilliant Game Studios,windows,0,Single-player,Violent;Gore;Action;Adventure;Indie;Simulation;Strategy,Simulation;Sandbox;War,0,2813,1349,677,677,200000-500000,11.39
295550,Royal Quest,2014-08-06,1,Katauri,1C Online Games,windows,0,MMO;Steam Achievements;Steam Trading Cards,Free to Play;Massively Multiplayer;RPG,Free to Play;Massively Multiplayer;RPG,323,833,386,2,2,500000-1000000,0.0
736810,The Raven Remastered,2018-03-13,1,KING Art,THQ Nordic,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Gore;Adventure,Adventure;Point & Click;Mystery,34,50,17,1,1,20000-50000,17.99
562540,Cabals: Card Blitz,2017-02-08,1,Kyy Games,BISBOG SA,windows,0,Single-player;Online Multi-Player;Cross-Platform Multiplayer;In-App Purchases,Free to Play;Strategy,Free to Play;Strategy;Trading Card Game,0,36,34,0,0,20000-50000,0.0
588420,Uncompromising Trash,2017-02-11,1,oblomysh;EHTechnology,oblomysh;EHTechnology,windows,18,Single-player;Steam Achievements;Steam Trading Cards,Sexual Content;Nudity;Action;Casual;Indie,Casual;Action;Sexual Content,10,78,55,232,270,100000-200000,0.79
392410,Toy Odyssey: The Lost and Found,2016-09-20,1,Hikergames,Hikergames,windows;mac,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie,Adventure;Action;Indie,74,203,88,80,80,20000-50000,10.99
286040,Dead Effect,2014-12-17,1,"BadFly Interactive, a.s.","BadFly Interactive, a.s.",windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards,Action;Indie,Action;Zombies;FPS,61,2177,862,276,294,200000-500000,3.99
458470,Grim Legends 3: The Dark City,2016-06-02,1,Artifex Mundi,Artifex Mundi,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Casual,Hidden Object;Adventure;Casual,36,348,26,0,0,50000-100000,6.99
348530,Incognito,2015-03-23,1,Maxwolf;Fox,Maxwolf;Fox,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats;Includes level editor,Action;Adventure;Indie,Action;Adventure;Indie,21,16,18,278,278,20000-50000,5.59
266010,LYNE,2014-03-17,1,Thomas Bowker,Thomas Bowker,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Casual;Indie,Puzzle;Indie;Casual,33,6860,263,176,233,200000-500000,1.99
492800,Shonen Idle Z,2016-07-22,1,Zakos Games,Zakos Games,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;In-App Purchases,Free to Play,Free to Play;Clicker;2D,160,239,192,10247,499,100000-200000,0.0
17300,Crysis,2008-09-17,1,Crytek,Electronic Arts,windows,0,Single-player,Action,FPS;Action;Sci-fi,0,6075,1277,313,105,1000000-2000000,9.99
291170,Royal Defense,2014-11-10,1,Good Games;Creobit,8Floor,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards,Casual;Indie;Strategy,Strategy;Indie;Casual,14,138,50,345,345,100000-200000,3.99
39680,The Guild II Renaissance,2010-07-28,1,Rune Forge,THQ Nordic,windows,0,Single-player,Simulation;Strategy,Simulation;Strategy;Economy,0,1944,482,1556,1590,200000-500000,8.99
461390,Bulby - Diamond Course,2017-01-19,1,Rafael Senne,Paperdog Games,windows;mac;linux,0,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Steam Cloud;Includes level editor,Adventure;Indie,Adventure;Indie;Co-op,6,14,12,149,271,20000-50000,1.99
408740,Pro Gamer Manager,2016-04-28,1,Raptor Claw Games,501 Industries,windows,0,Single-player,Casual;Indie;Simulation;Sports,Simulation;Indie;Casual,0,367,359,384,384,20000-50000,6.99
263020,STARWHAL,2014-09-29,1,Breakfall,Breakfall,windows;mac;linux,0,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards,Action;Casual;Indie;Sports,Indie;Local Multiplayer;Funny,24,565,66,407,407,50000-100000,9.29
439440,Of Carrots And Blood,2016-03-25,1,Trite Games,Trite Games,windows;mac,0,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Full controller support,Action;Casual;Indie,Indie;Casual;Action,85,68,22,0,0,20000-50000,2.09
448570,Origin Of Destiny: Crimson Awakening,2016-04-01,1,CloudTheWolf Games,CloudTheWolf Games,windows,0,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud,Adventure;Free to Play;Indie;RPG;Early Access,Early Access;Free to Play;RPG,12,87,32,0,0,50000-100000,0.0
40330,Secret Files: Tunguska,2009-10-29,1,Animation Arts,Deep Silver,windows,0,Single-player,Adventure,Adventure;Point & Click;Female Protagonist,0,135,32,0,0,50000-100000,7.99
520010,Climbey,2016-10-25,1,Brian Lindenhof,ShadowBrain Games,windows,0,Single-player;Multi-player;Online Multi-Player;Online Co-op;Steam Workshop;Includes level editor,Racing;Simulation;Early Access,Early Access;Simulation;Racing,0,626,46,43,43,20000-50000,6.99
548710,Sandstorm,2016-11-13,1,energy milk,energy milk,windows,0,Single-player;Steam Trading Cards,Action;Adventure;Casual;Indie,Action;Indie;Adventure,0,7,11,420,429,20000-50000,4.79
405970,Flat Kingdom Paper's Cut Edition,2016-04-15,1,Fat Panda Games,Games Starter,windows;mac,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie,Indie;Action;Adventure,48,132,36,0,0,20000-50000,5.59
687280,The Awakening,2017-09-21,1,Dark Polygon Ltda.;Jalomot Ltda.,Dark Polygon Ltda.,windows;mac,0,Online Multi-Player;Cross-Platform Multiplayer;In-App Purchases,Free to Play;Strategy,Free to Play;Strategy;Card Game,0,29,25,1,1,50000-100000,0.0
317620,Space Hulk: Ascension,2014-11-12,1,Full Control Studios,Full Control,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Leaderboards,RPG;Strategy,Strategy;Warhammer 40K;Turn-Based Tactics,163,508,212,225,225,100000-200000,22.99
257220,Secret Files: Sam Peters,2013-10-18,1,Animation Arts,Deep Silver,windows,0,Single-player,Adventure,Adventure;Point & Click;Female Protagonist,0,77,39,0,0,20000-50000,7.99
65600,Gothic 3: Forsaken Gods Enhanced Edition,2011-03-22,1,Trine Studios;G3 Community Patch Team;Mad Vulture Games,THQ Nordic,windows,0,Single-player,RPG,RPG;Open World;Action,0,247,254,1054,1054,100000-200000,8.99
429540,Prime World: Defenders 2,2018-11-29,1,Nival,Nival,windows,0,Single-player;MMO;Cross-Platform Multiplayer;Steam Trading Cards;In-App Purchases,Free to Play;Massively Multiplayer;Strategy,Free to Play;Tower Defense;Strategy,44,543,110,0,0,100000-200000,0.0
570,Dota 2,2013-07-09,1,Valve,Valve,windows;mac;linux,0,Multi-player;Co-op;Steam Trading Cards;Steam Workshop;SteamVR Collectibles;In-App Purchases;Valve Anti-Cheat enabled,Action;Free to Play;Strategy,Free to Play;MOBA;Strategy,0,863507,142079,23944,801,100000000-200000000,0.0
746920,Rapid Tap,2018-01-22,1,Wolfborg Games,Wolfborg Games,windows;mac;linux,0,Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Leaderboards,Casual;Free to Play;Indie,Free to Play;Psychological Horror;Memes,0,294,26,3,3,20000-50000,0.0
32670,Delta Force: Black Hawk Down,2009-06-18,1,NovaLogic,NovaLogic;THQ Nordic,windows,0,Single-player;Multi-player,Action,Action;FPS;Military,0,258,23,0,0,20000-50000,0.0
555640,Japanese School Life,2016-11-22,1,code:jp,Sekai Project,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Casual;Indie,Casual;Indie;Visual Novel,6,163,45,422,422,50000-100000,6.99
306490,Railroad Pioneer,2014-07-01,1,Kritzelkratz 3000;JoWooD,HandyGames,windows,0,Single-player;Multi-player,Simulation;Strategy,Simulation;Strategy;Trains,0,87,62,0,0,20000-50000,4.49
324770,eXperience 112,2014-10-24,1,Lexis Numerique,Microids,windows,0,Single-player,Adventure,Adventure;Female Protagonist;Point & Click,0,37,33,0,0,20000-50000,6.99
458680,Auto Age: Standoff,2017-09-21,1,Phantom Compass,Phantom Compass,windows,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie,Action;Indie;Driving,25,65,20,0,0,20000-50000,7.19
217140,Rise of the Triad,2013-07-31,1,Slipgate Ironworks™,Apogee Software,windows,18,Single-player;Multi-player;Online Multi-Player;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Steam Cloud;Steam Leaderboards;Includes level editor,Action,FPS;Action;Fast-Paced,80,1436,673,280,343,200000-500000,10.99
799240,My Free Farm 2,2018-04-03,1,upjers,upjers,windows,0,Single-player;Online Co-op;Steam Achievements;Steam Trading Cards;In-App Purchases,Casual;Free to Play;Simulation,Free to Play;Casual;Simulation,40,91,123,0,0,50000-100000,0.0
237890,Agarest: Generations of War,2014-02-04,1,Idea Factory,Ghostlight LTD,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Adventure;RPG;Strategy,JRPG;RPG;Anime,50,1199,447,272,272,100000-200000,10.99
597170,Clone Drone in the Danger Zone,2017-03-16,1,Doborog Games,Doborog Games,windows;mac,0,Single-player;Multi-player;Online Multi-Player;Steam Achievements;Full controller support;Captions available;Steam Workshop;Steam Cloud;Includes level editor,Action;Indie;Early Access,Early Access;Action;Robots,10,1882,108,296,296,100000-200000,10.99
205650,The Testament of Sherlock Holmes,2012-09-20,1,Frogwares,Frogwares,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Adventure,Adventure;Detective;Point & Click,32,1488,301,1,1,200000-500000,14.99
12590,Sprint Cars Road to Knoxville,2008-07-29,1,BigAnt Studios,ValuSoft;Retroism,windows,0,Single-player;Multi-player,Racing,Racing,0,25,24,0,0,20000-50000,4.99
11230,Gumboy Tournament,2008-05-19,1,"CINEMAX, s.r.o.","CINEMAX, s.r.o.",windows,0,Single-player;Multi-player,Casual;Indie;Racing,Indie;Casual;Racing,0,351,142,46,49,50000-100000,1.79
530950,Tower 57,2017-11-16,1,Pixwerk,11 bit studios,windows;mac,0,Single-player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Indie,Action;Indie;Pixel Graphics,29,277,137,404,404,50000-100000,9.29
552030,Artillerists,2017-01-02,1,SolarLance,SolarLance,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards,Indie;Strategy,Indie;Strategy,7,99,30,0,0,20000-50000,2.89
398710,Timberman,2015-09-18,1,Digital Melody,Forever Entertainment S. A.,windows;mac;linux,0,Single-player;Multi-player;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Casual;Indie,Casual;Action;Indie,20,5139,350,245,200,200000-500000,0.79
202310,Ridge Racer™ Unbounded,2012-03-29,1,BUGBEAR,BANDAI NAMCO Entertainment,windows,0,Single-player;Steam Achievements;Partial Controller Support,Racing,Racing;Arcade;Destruction,50,541,450,0,0,100000-200000,7.99
449120,Nanobots,2016-03-15,1,Diego Rodrigues,Diego Rodrigues,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Action;Casual;Indie;Strategy,Casual;Action;Indie,8,10,5,259,266,20000-50000,2.89
271820,Card City Nights,2014-02-14,1,Ludosity,Ludosity,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Casual;Indie,Card Game;Indie;Trading Card Game,8,744,81,633,1081,100000-200000,3.99
284790,Nightmares from the Deep 2: The Siren`s Call,2014-05-15,1,Artifex Mundi,Artifex Mundi,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Casual,Hidden Object;Adventure;Casual,29,561,24,0,0,100000-200000,6.99
41500,Torchlight,2009-10-27,1,Runic Games,Runic Games,windows;mac,0,Single-player;Steam Achievements;Steam Cloud;Includes level editor,RPG,RPG;Action RPG;Hack and Slash,66,3825,317,1108,1144,1000000-2000000,10.99
46000,Bob Came in Pieces,2010-01-22,1,Ludosity,Ludosity,windows;mac,0,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards,Adventure;Indie,Indie;Adventure;Puzzle,81,68,29,0,0,50000-100000,3.99
546980,Midnight Carnival,2016-11-22,1,Delusional Games,Back To Basics Gaming,windows,0,Single-player;Steam Trading Cards,Casual;Early Access,Early Access;Casual;Visual Novel,0,52,135,226,249,200000-500000,0.79
485310,Head Shot,2016-06-03,1,Indie Game Group,Indie Game Group,windows,0,Multi-player;Steam Achievements;Steam Trading Cards;Stats,Action;Adventure;Casual;Indie;Early Access,Early Access;Action;Indie,0,861,888,204,226,200000-500000,1.59
600420,Mob Rule Classic,2017-03-31,1,System 3,System 3,windows,0,Single-player,Simulation,Simulation;Strategy;City Builder,0,102,28,0,0,20000-50000,4.79
425670,Seraph,2016-09-20,1,Dreadbit,Dreadbit,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action,Action;Female Protagonist;Platformer,30,378,70,0,0,50000-100000,9.99
546550,Snowball!,2016-12-16,1,Pixeljam,Pixeljam,windows;mac,0,Single-player;Steam Achievements;Partial Controller Support;Steam Leaderboards,Action;Indie,Action;Indie;Pinball,9,70,7,0,0,20000-50000,1.99
553590,Hot Squat,2016-11-22,1,Bean Boy Games,Bean Boy Games,windows,0,Single-player;Steam Achievements;Steam Leaderboards,Indie;Simulation;Sports,VR;Indie;Simulation,15,82,5,0,0,20000-50000,0.0
331790,Data Hacker: Reboot,2015-04-17,1,New Reality Games,New Reality Games,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Adventure;Indie;RPG,Indie;RPG;Adventure,40,107,65,222,234,200000-500000,3.99
359250,City of Fools,2015-07-10,1,Absolutist Ltd.,Absolutist Ltd.,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Casual;Indie,Adventure;Indie;Casual,6,47,20,0,0,20000-50000,5.59
331760,Supreme League of Patriots,2015-01-29,1,No Bull Intentions,Phoenix Online Publishing,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Captions available;Steam Cloud,Adventure;Indie,Adventure;Indie;Point & Click,35,54,27,0,0,20000-50000,4.79
330180,Pix the Cat,2015-01-29,1,Pastagames,Focus Home Interactive,windows;mac;linux,0,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie,Indie;Action;Cats,11,239,60,247,247,50000-100000,6.99
696480,The Norwood Suite,2017-10-02,1,Cosmo D,Alliance,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Captions available,Adventure;Casual;Indie,Adventure;Indie;Casual,17,414,97,20,21,100000-200000,6.99
20,Team Fortress Classic,1999-04-01,1,Valve,Valve,windows;mac;linux,0,Multi-player;Online Multi-Player;Local Multi-Player;Valve Anti-Cheat enabled,Action,Action;FPS;Multiplayer,0,3318,633,277,62,5000000-10000000,3.99
227300,Euro Truck Simulator 2,2012-10-12,1,SCS Software,SCS Software,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Steam Cloud;Includes level editor,Indie;Simulation,Simulation;Driving;Open World,67,176769,5825,4942,1413,5000000-10000000,14.99
386360,SMITE®,2015-09-08,1,Titan Forge Games,Hi-Rez Studios,windows,0,Multi-player;Steam Achievements;Steam Trading Cards,Action;Free to Play,Free to Play;MOBA;Multiplayer,265,34514,8895,1954,126,5000000-10000000,0.0
7730,X-COM: Interceptor,2008-09-04,1,"MicroProse Software, Inc",2K,windows,0,Single-player;Multi-player,Strategy,Strategy;Sci-fi;Space,0,57,54,0,0,500000-1000000,2.99
470260,Event[0],2016-09-14,1,Ocelot Society,Ocelot Society,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Indie,Adventure;Indie;Space,12,1339,335,131,131,100000-200000,14.99
653530,Return of the Obra Dinn,2018-10-18,1,Lucas Pope,3909,windows;mac,0,Single-player;Steam Achievements;Full controller support,Adventure;Indie,Mystery;Detective;Atmospheric,16,3960,130,160,160,100000-200000,15.49
384300,CPUCores :: Maximize Your FPS,2015-07-06,1,"StartupTim, LLC;Tim Sullivan","StartupTim, LLC;Tim Sullivan",windows,0,Steam Achievements;Steam Trading Cards,Utilities,Utilities;Software;Singleplayer,15,6208,2324,6362,11929,200000-500000,10.99
34810,Project Freedom,2009-10-14,1,City Interactive,CI Games,windows,0,Single-player,Action;Simulation,Action;Simulation;Space,0,80,26,0,0,20000-50000,2.99
285190,"Warhammer 40,000: Dawn of War III",2017-04-27,1,Relic Entertainment;Feral Interactive (Mac);Feral Interactive (Linux),SEGA;Feral Interactive (Mac);Feral Interactive (Linux),windows;mac;linux,0,Single-player;Online Multi-Player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Stats;Includes level editor,Violent;Gore;Action;Simulation;Strategy,Warhammer 40K;Strategy;RTS,84,6793,8336,704,817,500000-1000000,29.99
581700,Whispers: Last Hope,2017-04-05,1,Peace,Peace,windows,0,Single-player;Steam Trading Cards,Action;Adventure;Indie,Indie;Action;Adventure,0,8,15,201,204,20000-50000,3.19
263540,Villagers and Heroes,2014-04-17,1,Mad Otter Games,Mad Otter Games,windows,0,MMO;Steam Trading Cards,Free to Play;Indie;Massively Multiplayer;RPG,Free to Play;Massively Multiplayer;RPG,0,1651,1272,142,130,500000-1000000,0.0
356520,Port of Call,2015-08-28,1,Underdog Games,Underdog Games,windows;mac,0,Single-player;Steam Achievements;Partial Controller Support,Adventure;Indie,Indie;Adventure;Free to Play,7,939,104,17,17,100000-200000,0.0
615610,Orbt XL,2017-04-21,1,Nickervision Studios,Nickervision Studios,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Casual;Indie,Casual;Indie;Action,31,2100,45,52,65,100000-200000,0.79
575830,rooMaze,2017-03-03,1,ChairKilling,Sometimes You,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Action;Adventure;Indie;RPG,Adventure;Action;Indie,26,82,48,283,283,100000-200000,0.79
344130,Cataegis : The White Wind,2015-09-25,1,Acido Cinza,KISS ltd,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Indie,Action;Indie;Pixel Graphics,41,236,115,299,322,100000-200000,3.99
332500,GRAV,2015-01-08,1,"BitMonster, Inc.","BitMonster, Inc.",windows,0,Single-player;Multi-player;Co-op;Partial Controller Support,Action;Adventure;Indie;RPG;Early Access,Early Access;Survival;Open World,0,3484,3010,509,853,500000-1000000,14.99
39500,Gothic® 3,2009-12-02,1,Piranha Bytes,THQ Nordic,windows,0,Single-player,Action;RPG,RPG;Open World;Fantasy,0,2962,728,1401,1652,500000-1000000,8.99
260930,Emergency 2014,2013-11-15,1,Sixteen Tons Entertainment,Sixteen Tons Entertainment,windows,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op,Simulation,Simulation;Strategy;RTS,0,122,102,0,0,50000-100000,7.19
267920,Gun Metal,2014-01-16,1,Rage Software,Funbox Media Ltd,windows,0,Single-player;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action,Action;Mechs;Robots,0,557,170,213,217,200000-500000,2.09
322300,The Repopulation,2014-12-22,1,IF Studios,IF Studios,windows,0,Multi-player;MMO,Indie;Massively Multiplayer;RPG;Early Access,Early Access;Massively Multiplayer;Sandbox,0,633,430,0,0,50000-100000,14.99
338320,Pixel Heroes: Byte & Magic,2015-02-06,1,The Bitfather,Headup,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Indie;RPG,RPG;Indie;Adventure,55,294,78,1027,1027,50000-100000,6.99
105700,Tobe's Vertical Adventure,2011-07-18,1,Secret Base,Secret Base,windows,0,Single-player;Shared/Split Screen;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action;Adventure;Indie,Indie;Action;Adventure,13,80,50,17,17,50000-100000,0.79
369110,The Swindle,2015-07-28,1,Size Five Games,Size Five Games,windows;mac,0,Single-player;Steam Achievements;Full controller support,Action;Indie;RPG,Indie;Action;RPG,15,269,147,0,0,20000-50000,11.99
667970,VTOL VR,2017-08-03,1,"Boundless Dynamics, LLC","Boundless Dynamics, LLC",windows,0,Single-player,Action;Indie;Simulation;Early Access,Early Access;Simulation;Action,0,675,39,0,0,20000-50000,22.99
23420,Europa Universalis: Rome - Gold Edition ,2008-12-18,1,Paradox Development Studio,Paradox Interactive,windows,0,Single-player;Multi-player;Co-op,Strategy,Strategy;Grand Strategy;Historical,0,123,52,4975,4975,50000-100000,7.99
349650,Tokyo Hosto,2015-06-02,1,Baller Industries,Baller industries,windows,0,Single-player,Adventure,Adventure;Visual Novel,0,27,32,0,0,20000-50000,3.99
269170,Sports Bar VR,2016-06-01,1,Cherry Pop Games;Perilous Orbit,Perilous Orbit,windows,0,Single-player;Multi-player;Online Multi-Player;Online Co-op;Steam Cloud,Casual;Indie;Simulation;Sports;Strategy,VR;Sports;Simulation,8,624,67,0,0,50000-100000,14.99
278460,Skyborn,2014-02-21,1,Dancing Dragon Games,Degica,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards,Casual;RPG,RPGMaker;RPG;Steampunk,24,1331,190,296,359,200000-500000,10.99
2450,Bloody Good Time,2010-10-29,1,Outerlight Ltd.,Ubisoft,windows,0,Single-player;Multi-player;Steam Achievements,Action,Action;Multiplayer;FPS,12,662,204,193,193,100000-200000,4.29
831480,Killer Backflip 5,2018-04-12,1,vadimalexepta,vadimalexepta,windows,0,Single-player,Action;Casual,Action;Casual,0,18,15,1,1,20000-50000,0.79
22350,BRINK,2011-05-09,1,Splash Damage,Bethesda Softworks,windows,0,Single-player;Multi-player;Co-op;Steam Achievements;Steam Cloud;Steam Leaderboards,Action;Free to Play,FPS;Action;Multiplayer,43,3493,2331,181,99,1000000-2000000,0.0
